Voyage ID,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Slaves died during middle passage
379,Liberal,,Cape Verde Islands,Maranhao,1823,118,
380,Triunfo da Inveja,Maranhao,Malembo,Maranhao,1823,302,
381,Maria,,Bissau,Maranhao,1823,212,
382,Tejo,Rio de Janeiro,Benguela,Rio de Janeiro,1824,339,7
383,Vigilante,Rio de Janeiro,Mozambique,Rio de Janeiro,1824,474,122
384,Santana Flor de Luanda,Rio de Janeiro,Cabinda,Rio de Janeiro,1824,553,13
385,Minerva,Rio de Janeiro,Quilimane,Rio de Janeiro,1824,378,139
386,Nove de Janeiro,Rio de Janeiro,Mozambique,Rio de Janeiro,1824,487,109
387,S Rosa,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1824,393,
388,Indústria,Lisbon,Luanda,Rio de Janeiro,1824,594,31
389,Pastora de Lima,Rio de Janeiro,Benguela,Rio de Janeiro,1824,435,32
390,Bela Emiliana,Rio de Janeiro,Benguela,Rio de Janeiro,1824,199,3
391,Império do Brasil,Rio de Janeiro,Quilimane,Rio de Janeiro,1824,337,67
392,General Rêgo,Lisbon,Luanda,Rio de Janeiro,1824,551,49
393,Conde dos Arcos,Rio de Janeiro,Quilimane,Rio de Janeiro,1824,338,108
394,Zéfiro,Rio de Janeiro,Quilimane,Rio de Janeiro,1824,477,41
395,Trajano,Rio de Janeiro,Quilimane,Rio de Janeiro,1824,413,123
396,S Antônio Destemido,Rio de Janeiro,Cabinda,Rio de Janeiro,1824,663,34
397,Adamastor,Rio de Janeiro,Quilimane,Rio de Janeiro,1824,262,186
398,Esperança,Rio de Janeiro,Benguela,Rio de Janeiro,1824,407,48
399,Vinte e Seis de Fevereiro,Rio de Janeiro,Mozambique,Rio de Janeiro,1824,545,67
400,Amizade dos Santos,Rio de Janeiro,Luanda,Rio de Janeiro,1824,214,68
401,Boa União,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1824,356,40
402,Visconde de S Lourenço,Rio de Janeiro,Quilimane,Rio de Janeiro,1824,356,47
403,Quatro de Abril,Rio de Janeiro,Mozambique,Rio de Janeiro,1824,488,139
404,NS da Guia,Rio de Janeiro,Quilimane,Rio de Janeiro,1824,195,301
405,Polifemo,Rio de Janeiro,Luanda,Rio de Janeiro,1824,534,9
406,Henriqueta,Rio de Janeiro,Ambriz,Rio de Janeiro,1824,478,61
407,Lucrécia,Rio de Janeiro,Ambriz,Rio de Janeiro,1824,267,33
408,Novo Despique,Rio de Janeiro,Cabinda,Rio de Janeiro,1824,608,
409,Lisboa,Rio de Janeiro,Cabinda,Rio de Janeiro,1824,433,8
410,S José Diligente,Rio de Janeiro,Cabinda,Rio de Janeiro,1824,554,2
411,Ninfa do Brasil,Rio de Janeiro,Luanda,Rio de Janeiro,1824,404,71
412,Reunião,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1824,192,6
413,Mercúrio,Rio de Janeiro,Benguela,Rio de Janeiro,1824,386,37
414,Mercantil,Rio de Janeiro,Luanda,Rio de Janeiro,1824,337,93
415,Regeneradora,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,1824,240,
416,Trajano,Rio de Janeiro,Benguela,Rio de Janeiro,1824,495,40
417,Bom Jesus Triunfo,Rio de Janeiro,Luanda,Rio de Janeiro,1824,521,44
418,Amália,Rio de Janeiro,Luanda,Rio de Janeiro,1824,737,23
419,D Ana,Rio de Janeiro,Luanda,Rio de Janeiro,1824,283,54
420,Tejo,Rio de Janeiro,Cabinda,Rio de Janeiro,1824,556,2
421,Bela Americana,Rio de Janeiro,Ambriz,Rio de Janeiro,1824,417,8
422,Caçador,Rio de Janeiro,Ambriz,Rio de Janeiro,1824,554,8
423,Cometa,Rio de Janeiro,Cabinda,Rio de Janeiro,1824,666,2
424,Abismo,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1824,325,15
425,S Rosa,Rio de Janeiro,Ambriz,Rio de Janeiro,1824,407,
426,Santana Flor de Luanda,Rio de Janeiro,Ambriz,Rio de Janeiro,1824,435,6
427,Príncipe Real,Rio de Janeiro,Luanda,Rio de Janeiro,1824,476,14
428,Maria,Rio de Janeiro,Luanda,Rio de Janeiro,1824,420,28
429,Amazona,Rio de Janeiro,Ambriz,Rio de Janeiro,1824,487,2
430,Flora,"Bahia, port unspecified",Benguela,Rio de Janeiro,1824,267,5
431,NS da Conceição e Sr dos Passos,Rio de Janeiro,Luanda,Rio de Janeiro,1824,390,17
432,Regeneradora,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,1824,270,4
433,Grão Penedo,Rio de Janeiro,Cabinda,Rio de Janeiro,1824,456,24
434,Desengano Feliz,Rio de Janeiro,Benguela,Rio de Janeiro,1824,548,26
435,Desunião,Rio de Janeiro,Luanda,Rio de Janeiro,1824,250,
436,Marquês de Pombal,Rio de Janeiro,Ambriz,Rio de Janeiro,1824,458,1
437,Príncipe Regente,Rio de Janeiro,Mozambique,Rio de Janeiro,1824,708,34
438,Ligeiro,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1824,398,11
439,Imperador do Brasil,Rio de Janeiro,Benguela,Rio de Janeiro,1824,480,22
440,Galiana,Rio de Janeiro,Cabinda,Rio de Janeiro,1824,316,4
441,S Antônio Destemido,Rio de Janeiro,Cabinda,Rio de Janeiro,1824,656,11
442,Amizade dos Santos,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1824,321,
476,União,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1824,194,2
477,Carlota,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1824,341,
478,S João Batista,"Bahia, port unspecified",Penido,"Bahia, port unspecified",1824,12,
479,Primeira Estrela,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1824,223,
480,Conceição Estrela,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1824,219,
481,S João Segunda Rosália,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1824,277,
482,Carlota,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1824,317,
483,Bonfim,Lisbon,Malembo,"Pernambuco, port unspecified",1824,160,
484,Elisa,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1824,143,
485,Carlota,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1824,368,12
486,Felicidade,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1824,231,12
487,Caridade,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1824,211,12
488,S Benedito,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1824,434,12
489,Caridade,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1825,303,
490,NS da Conceição de Maria,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1825,179,
491,Sacramento,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1825,231,
492,Henriqueta,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1825,504,
493,S João Segunda Rosália,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1825,222,
494,Carlota,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1825,352,
495,Aurora,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1825,83,
496,Sete de Março,"Southeast Brazil, port unspecified",Mozambique,Rio de Janeiro,1825,92,0
497,Vigilante,Rio de Janeiro,Mozambique,Rio de Janeiro,1825,577,45
498,Africano Constitucional,Rio de Janeiro,Quilimane,Rio de Janeiro,1825,726,69
499,Seis de Fevereiro,Rio de Janeiro,Mozambique,Rio de Janeiro,1825,361,53
500,S José Diligente,Rio de Janeiro,Cabinda,Rio de Janeiro,1825,519,3
501,Adamastor,"Southeast Brazil, port unspecified",Mozambique,Rio de Janeiro,1825,487,5
502,Velha de Deus,Rio de Janeiro,Luanda,Rio de Janeiro,1825,295,48
503,Mercúrio,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1825,467,4
504,Conde dos Arcos,Rio de Janeiro,Mozambique,Rio de Janeiro,1825,513,42
505,Nove de Janeiro,Rio de Janeiro,Mozambique,Rio de Janeiro,1825,572,22
506,Vulcano,Rio de Janeiro,Quilimane,Rio de Janeiro,1825,504,64
507,Maria Justina,Rio de Janeiro,Ambriz,Rio de Janeiro,1825,431,12
508,S Antônio Triunfo,"Southeast Brazil, port unspecified",Quilimane,Rio de Janeiro,1825,298,103
509,S André Diligente,Rio de Janeiro,Luanda,Rio de Janeiro,1825,323,20
510,Minerva,Rio de Janeiro,Quilimane,Rio de Janeiro,1825,469,47
511,Luís,Rio de Janeiro,Cabinda,Rio de Janeiro,1825,579,5
512,Bom Jesus Triunfo,Rio de Janeiro,Luanda,Rio de Janeiro,1825,542,91
513,Conde dos Arcos,Rio de Janeiro,Quilimane,Rio de Janeiro,1825,375,25
514,Lucrécia,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1825,291,9
515,Trajano,Rio de Janeiro,Quilimane,Rio de Janeiro,1825,377,168
516,Três Corações,Rio de Janeiro,Ambriz,Rio de Janeiro,1825,674,
517,Esperança,Rio de Janeiro,Benguela,Rio de Janeiro,1825,507,4
518,Despique,Rio de Janeiro,Mozambique,Rio de Janeiro,1825,421,142
519,Boa União,Rio de Janeiro,Luanda,Rio de Janeiro,1825,394,36
520,Polifemo,Rio de Janeiro,Luanda,Rio de Janeiro,1825,486,19
521,Trajano,Rio de Janeiro,Benguela,Rio de Janeiro,1825,470,48
522,NS da Guia,Rio de Janeiro,Quilimane,Rio de Janeiro,1825,307,98
523,Tejo,Rio de Janeiro,Cabinda,Rio de Janeiro,1825,587,
524,Regeneradora,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,1825,245,5
525,Henriqueta,Rio de Janeiro,Ambriz,Rio de Janeiro,1825,586,11
526,Cometa,Rio de Janeiro,Cabinda,Rio de Janeiro,1825,658,2
527,Imperador do Brasil,Rio de Janeiro,Quilimane,Rio de Janeiro,1825,227,198
528,Mercantil,Rio de Janeiro,Luanda,Rio de Janeiro,1825,722,8
529,Defensor Perpétuo,Rio de Janeiro,Malembo,Rio de Janeiro,1825,311,3
530,Cotia,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1825,349,11
531,Espadarte,Rio de Janeiro,Luanda,Rio de Janeiro,1825,452,14
532,Ativo,Lisbon,Luanda,Rio de Janeiro,1825,487,19
533,Triunfo da Inveja,"Bahia, port unspecified",Malembo,Rio de Janeiro,1825,296,18
534,Caçador,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1825,522,4
535,Esperança,Rio de Janeiro,Luanda,Rio de Janeiro,1825,543,48
536,Pastora de Lima,Rio de Janeiro,Luanda,Rio de Janeiro,1825,332,145
537,Marquês de Pombal,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1825,459,2
538,Urânia,Rio de Janeiro,Luanda,Rio de Janeiro,1825,283,18
539,Júpiter,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1825,399,
540,Amália,Rio de Janeiro,Luanda,Rio de Janeiro,1825,740,20
541,Imperador do Brasil,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1825,474,28
542,Santana Flor de Luanda,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1825,524,5
543,Torcata,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,1825,295,
544,General Rêgo,Lisbon,Luanda,Rio de Janeiro,1825,415,12
545,Lucrécia,Lisbon,Luanda,Rio de Janeiro,1825,338,2
546,Luís de Camões,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1825,543,16
547,Ligeiro,"Southeast Brazil, port unspecified",Congo River,Rio de Janeiro,1825,384,16
548,Desengano Feliz,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1825,535,37
550,Ulisses,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1825,,700
551,Duarte Pacheco,"Southeast Brazil, port unspecified",Mozambique,Rio de Janeiro,1825,535,25
552,Amizade dos Santos,Rio de Janeiro,Benguela,Rio de Janeiro,1825,163,39
553,Sete de Março,"Southeast Brazil, port unspecified",Mozambique,Rio de Janeiro,1825,335,18
564,Amizade dos Santos,"Southeast Brazil, port unspecified",Quilimane,Rio de Janeiro,1823,345,57
565,Primeira Rosália,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1825,232,
566,Emília,"Bahia, port unspecified",Ambriz,"Bahia, port unspecified",1825,311,
567,Primeira Rosália,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1825,226,
569,S João Voador,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1825,80,
570,S João Espadarte,"Bahia, port unspecified",Ambriz,"Bahia, port unspecified",1825,243,
571,Henriqueta,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1825,504,
572,Águia,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1825,127,
573,Bonsucesso,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1825,204,
574,S José Vencedor,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1825,14,
575,Primoroso Divino,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1826,472,18
576,S Benedito,"Bahia, port unspecified",Ambriz,"Bahia, port unspecified",1826,577,
577,Carlota,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1826,358,2
578,Primeira Rosália,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1826,406,
579,NS do Monte do Carmo,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1826,195,
580,Bonfim,"Bahia, port unspecified",Ambriz,"Bahia, port unspecified",1826,416,
581,Henriqueta,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1826,441,
582,Primeira Estrela,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1826,204,
583,S João Voador,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1826,124,
584,Bonsucesso,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1826,197,
585,Tentadora,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1826,446,
586,Carlota,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1826,358,
587,Nova Viagem,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1826,305,
588,Maria da Glória,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1826,532,
589,Orfeu,Lisbon,Ambriz,Rio de Janeiro,1826,708,11
590,Conde dos Arcos,Lisbon,Ambriz,Rio de Janeiro,1826,419,6
591,Boa Viagem,Lisbon,Luanda,Rio de Janeiro,1826,279,20
592,Carolina,Lisbon,Cacheu,Maranhao,1826,133,
593,Nove de Março,Cape Verde Islands,"Senegambia and offshore Atlantic, port unspecified",Maranhao,1826,107,
594,Pedro Primeiro,Para,"Africa, port unspecified",Para,1826,160,
605,Amazona,Rio de Janeiro,Ambriz,Rio de Janeiro,1827,491,0
606,Golfinho,Oporto,Ambriz,Rio de Janeiro,1827,376,0
607,Aurora do Cabo,"Cuba, port unspecified",Luanda,Rio de Janeiro,1827,493,35
608,Orestes,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1827,507,44
609,Ceres,Rio de Janeiro,Ambriz,Rio de Janeiro,1827,461,10
610,Bela Americana,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1827,456,17
611,Amizade Feliz,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1827,350,24
612,Aníbal,Rio de Janeiro,Mozambique,Rio de Janeiro,1827,859,140
613,Vinte e Oito de Março,Rio de Janeiro,Quilimane,Rio de Janeiro,1827,446,2
614,Amizade dos Santos,Rio de Janeiro,Cabinda,Rio de Janeiro,1827,383,0
615,Seis de Fevereiro,Rio de Janeiro,Quilimane,Rio de Janeiro,1827,419,21
616,Bahia,"Southeast Brazil, port unspecified",Quilimane,Rio de Janeiro,1823,287,48
617,Ulisses,Rio de Janeiro,Cabinda,Rio de Janeiro,1827,616,5
618,Estrela do Mar,"Southeast Brazil, port unspecified",Malembo,Rio de Janeiro,1827,53,213
619,Paula,Rio de Janeiro,Benguela,Rio de Janeiro,1827,426,40
620,Maria,Rio de Janeiro,Benguela,Rio de Janeiro,1827,394,57
621,Trajano,Rio de Janeiro,Benguela,Rio de Janeiro,1827,410,21
622,Minerva,Rio de Janeiro,Quilimane,Rio de Janeiro,1827,489,18
623,Amália,Rio de Janeiro,Mozambique,Rio de Janeiro,1827,684,86
624,Feliz União,Rio de Janeiro,Congo River,Rio de Janeiro,1827,426,1
625,Delfina da África,Rio de Janeiro,Luanda,Rio de Janeiro,1827,485,32
626,Adamastor,Rio de Janeiro,Cabinda,Rio de Janeiro,1827,454,15
627,Nove de Janeiro,Rio de Janeiro,Mozambique,Rio de Janeiro,1827,592,80
628,Economia,Rio de Janeiro,Benguela,Rio de Janeiro,1827,399,45
629,Arsênia,"Southeast Brazil, port unspecified",Malembo,Rio de Janeiro,1827,375,2
630,União Feliz,Rio de Janeiro,Ambriz,Rio de Janeiro,1827,237,51
631,Lucrécia,Lisbon,Ambriz,Rio de Janeiro,1827,318,3
632,Esperança,Rio de Janeiro,Benguela,Rio de Janeiro,1827,382,38
633,Ativo,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1827,558,28
634,Comerciante,Rio de Janeiro,Cabinda,Rio de Janeiro,1827,309,18
635,Júpiter,Rio de Janeiro,Cabinda,Rio de Janeiro,1827,407,2
636,Zeferina,"Bahia, port unspecified",Bights,"Bahia, port unspecified",1827,246,
637,Tibério,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1827,520,134
638,Nova Viagem,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1827,350,
639,Segunda Rosália,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1827,,
641,Caçador,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1827,303,
642,Veloz,"Bahia, port unspecified","Bight of Benin, port unspecified","Bahia, port unspecified",1827,,
643,S Benedito Feliz,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1827,105,
644,Esperança,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1827,111,
645,Ceylon,"Bahia, port unspecified","Bight of Benin, port unspecified","Bahia, port unspecified",1827,,
646,D Ana,"Pernambuco, port unspecified",Luanda,"Bahia, port unspecified",1827,302,14
647,Eclipse,"Bahia, port unspecified","Sierra Leone, port unspecified","Bahia, port unspecified",1827,,
648,S Amaro,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1827,251,
649,Primeira Rosália,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1827,436,
650,S Vicente Ferreira,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",1827,128,
651,Henriqueta,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",1827,544,
674,Eclipse,Rio de Janeiro,Ambriz,Rio de Janeiro,1827,276,5
675,Flor do Rio,Rio de Janeiro,Cabinda,Rio de Janeiro,1827,500,10
676,Audaz,Rio de Janeiro,Cabinda,Rio de Janeiro,1827,135,363
677,Imperador do Brasil,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1827,269,47
678,Leoa Africana,Rio de Janeiro,Benguela,Rio de Janeiro,1827,401,27
679,NS da Conceição e Sr dos Passos,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1827,396,82
680,Três Corações,Rio de Janeiro,Ambriz,Rio de Janeiro,1827,573,4
681,Novo Destino,Rio de Janeiro,Cabinda,Rio de Janeiro,1827,571,5
682,Luís de Camões,Rio de Janeiro,Benguela,Rio de Janeiro,1827,596,20
683,Comerciante,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1827,453,31
684,Boa Viagem,Rio de Janeiro,Luanda,Rio de Janeiro,1827,299,22
685,Brilhante,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1827,337,1
686,Triunfo da Inveja,Rio de Janeiro,Ambriz,Rio de Janeiro,1827,306,8
687,Dois Amigos,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1827,464,8
688,Bela Luísa,Rio de Janeiro,Benguela,Rio de Janeiro,1827,229,24
689,Novo Providência,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1827,212,0
690,Voadora,Rio de Janeiro,Malembo,Rio de Janeiro,1827,177,9
691,Estrela do Mar,Rio de Janeiro,Malembo,Rio de Janeiro,1827,223,2
692,Arsênia,Rio de Janeiro,Malembo,Rio de Janeiro,1827,270,2
693,Veloz,"Bahia, port unspecified",Ambriz,Rio de Janeiro,1827,211,50
694,Desengano Feliz,Rio de Janeiro,Ambriz,Rio de Janeiro,1827,511,34
695,Cotia,Rio de Janeiro,Ambriz,Rio de Janeiro,1827,302,3
696,Rainúnculo,Rio de Janeiro,Cabinda,Rio de Janeiro,1827,377,5
697,Ulisses,Rio de Janeiro,Cabinda,Rio de Janeiro,1827,450,
698,Feliz Eugênia,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,1827,687,33
699,Trinta de Março,Rio de Janeiro,Cabinda,Rio de Janeiro,1827,420,28
700,Primoroso Divino,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1827,436,4
701,Maria Justina,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1827,562,8
702,Novo Atalante,"Southeast Brazil, port unspecified",Congo River,Rio de Janeiro,1827,193,2
703,S Efigênia,"Bahia, port unspecified",Congo River,Rio de Janeiro,1827,197,4
704,Ligeiro,Rio de Janeiro,Cabinda,Rio de Janeiro,1827,354,6
705,Carolina,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1827,266,4
706,Maria,Rio de Janeiro,Benguela,Rio de Janeiro,1827,360,15
707,Velha de Deus,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1827,230,0
708,Josefina,Rio de Janeiro,Cabinda,Rio de Janeiro,1827,146,0
709,Trajano,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1827,452,2
710,Esperança,Rio de Janeiro,Cabinda,Rio de Janeiro,1827,414,69
711,Indústria,Rio de Janeiro,Inhambane,Rio de Janeiro,1827,657,8
712,General Rêgo,Rio de Janeiro,Ambriz,Rio de Janeiro,1827,385,6
713,Vinte e Oito de Março,Rio de Janeiro,Quilimane,Rio de Janeiro,1828,490,14
714,Feliz União,Rio de Janeiro,Congo River,Rio de Janeiro,1828,351,0
715,Economia,Rio de Janeiro,Benguela,Rio de Janeiro,1828,350,21
716,Tejo,Rio de Janeiro,Cabinda,Rio de Janeiro,1828,95,4
717,Sete de Março,Rio de Janeiro,Mozambique,Rio de Janeiro,1828,517,87
718,Torquato,Rio de Janeiro,Congo River,Rio de Janeiro,1828,254,0
719,Golfinho,Rio de Janeiro,Quilimane,Rio de Janeiro,1828,509,40
720,Aníbal,Rio de Janeiro,Mozambique,Rio de Janeiro,1828,746,90
721,Conde dos Arcos,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,1828,298,22
722,Flor de Moçambique,Rio de Janeiro,Mozambique,Rio de Janeiro,1828,612,32
723,Nova Amazona,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1828,382,14
724,Seis de Fevereiro,Rio de Janeiro,Luanda,Rio de Janeiro,1828,361,14
725,Seis de Fevereiro,Rio de Janeiro,Quilimane,Rio de Janeiro,1828,413,17
726,Henriqueta,Rio de Janeiro,Cabinda,Rio de Janeiro,1828,389,12
727,Mercantil,Rio de Janeiro,Luanda,Rio de Janeiro,1828,711,11
728,Volante,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1828,246,8
729,Cometa,Rio de Janeiro,Cabinda,Rio de Janeiro,1828,549,18
730,Mercantil,Rio de Janeiro,Malembo,Rio de Janeiro,1828,128,32
